Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,43.9613,44.9007,43.2099,44.525002,28.844313,332630664
2000-01-05,43.585602,44.525002,43.2099,44.337101000000004,28.722586,292754480838
2000-01-06,44.337101000000004,44.337101000000004,43.2099,43.3978,28.114088,248929002
2000-01-07,42.2705,42.646301,40.955399,42.082699,27.262134999999997,269229048
2000-01-10,40.203899,43.585602,40.203899,43.2099,27.992357000000002,380488201811
2000-01-11,43.9613,44.337101000000004,41.3312,41.706902,27.018684000000004,286306901385
2000-01-12,41.706902,42.834099,41.5191,42.834099,27.748907,181892806
2000-01-13,42.458401,42.834099,41.706902,41.706902,27.018684000000004,162467918622
2000-01-14,42.2705,43.021999,41.706902,42.2705,27.383796999999998,201569405923
2000-01-17,43.585602,43.773399,43.021999,43.2099,27.992357000000002,150538388184
2000-01-18,43.2099,43.2099,42.082699,42.2705,27.383796999999998,118179644
2000-01-19,42.2705,42.834099,41.706902,41.706902,27.018684000000004,131704305
2000-01-20,41.706902,41.894798,40.767601,41.706902,27.018684000000004,161466240149
2000-01-21,42.458401,43.2099,42.2705,42.646301,27.627240999999998,146734059071
2000-01-24,43.2099,44.337101000000004,43.2099,43.9613,28.479134000000002,280150220
2000-01-25,43.9613,44.337101000000004,43.3978,44.1492,28.600855,165332280
2000-01-26,45.0886,47.155102,45.0886,46.967201,30.426426,509931849132
2000-01-27,48.094501,48.094501,46.403599,46.967201,30.426426,294788076260
2000-01-28,46.215801,46.215801,45.0886,45.276501,29.33115,220777136198
2000-01-31,44.712799,46.027901,44.525002,46.027901,29.817922999999997,123849575492
2000-02-01,46.7794,46.7794,45.464298,46.215801,29.939648,138152733714
2000-02-02,46.215801,46.215801,46.215801,46.215801,29.939648,0
2000-02-03,46.215801,46.215801,46.215801,46.215801,29.939648,0
2000-02-04,46.215801,46.215801,46.215801,46.215801,29.939648,0
2000-02-07,46.215801,46.215801,46.215801,46.215801,29.939648,0
2000-02-08,46.215801,46.215801,46.215801,46.215801,29.939648,0
2000-02-09,47.7187,47.7187,46.403599,46.7794,30.304762,205640602324
2000-02-10,46.591499,46.591499,45.0886,45.84,29.696199,142264668706
2000-02-11,46.215801,46.967201,45.652198999999996,46.027901,29.817922999999997,248857451335
2000-02-14,46.403599,47.342999,45.84,46.027901,29.817922999999997,231418949772
2000-02-15,46.027901,46.403599,45.464298,46.027901,29.817922999999997,132398242831
2000-02-16,46.215801,46.591499,45.464298,45.84,29.696199,96313853925
2000-02-17,45.464298,45.652198999999996,44.712799,45.276501,29.33115,169811249266
2000-02-18,45.652198999999996,45.84,44.1492,44.337101000000004,28.722586,168258413203
2000-02-21,43.9613,43.9613,41.706902,41.706902,27.018684000000004,204879432
2000-02-22,40.955399,42.646301,40.767601,42.082699,27.262134999999997,220927101444
2000-02-23,42.082699,42.082699,41.3312,41.3312,26.775290999999996,94785977340
2000-02-24,41.706902,42.082699,41.3312,41.894798,27.140408,96072883831
2000-02-25,42.082699,42.2705,41.5191,42.2705,27.383796999999998,131295164
2000-02-28,42.2705,42.2705,42.2705,42.2705,27.383796999999998,0
2000-02-29,42.834099,43.021999,42.2705,42.2705,27.383796999999998,93814132157
2000-03-01,43.021999,43.2099,42.646301,42.834099,27.748907,103782942827
2000-03-02,43.2099,43.2099,41.706902,41.894798,27.140408,77321286
2000-03-03,41.706902,42.082699,41.5191,41.894798,27.140408,54058085
2000-03-06,42.2705,42.2705,41.3312,41.5191,26.89702,79299923956
2000-03-07,41.143299,41.706902,40.5797,40.955399,26.531840999999996,89830932
2000-03-08,40.955399,41.3312,40.5797,40.767601,26.410177,83254328294
2000-03-09,40.955399,41.894798,40.955399,41.894798,27.140408,89730383
2000-03-10,42.458401,42.458401,40.203899,40.203899,26.045004000000002,121241564785
2000-03-13,38.325298,38.5131,37.573799,37.573799,24.341162,197750351182
2000-03-14,36.8223,38.325298,36.446602,38.137402,24.70628,192705665699
2000-03-15,37.9496,38.325298,36.8223,37.198101,24.097776,168651930160
2000-03-16,34.755798,37.198101,34.755798,36.258701,23.489214,249527530
2000-03-17,36.258701,36.8223,35.8829,36.8223,23.854328,322738129784
2000-03-20,35.695099,35.695099,35.695099,35.695099,23.124098,19713561
2000-03-21,34.567902000000004,38.137402,34.567902000000004,38.137402,24.70628,307676034426
2000-03-22,38.137402,39.452498999999996,37.573799,38.5131,24.949665,233479171725
2000-03-23,39.828201,41.143299,39.452498999999996,41.143299,26.653564000000003,250847865473
2000-03-24,41.5191,41.5191,40.5797,40.767601,26.410177,178769351596
2000-03-27,41.3312,43.585602,41.3312,43.585602,28.235746000000002,197372092384
2000-03-28,45.0886,45.0886,43.9613,44.525002,28.844313,277777289380
2000-03-29,44.712799,44.712799,43.773399,44.1492,28.600855,153859364744
2000-03-30,44.337101000000004,46.591499,44.337101000000004,45.464298,29.452806,344904374
2000-03-31,45.0886,45.464298,44.1492,44.337101000000004,28.722586,164745679322
2000-04-03,44.337101000000004,44.337101000000004,44.337101000000004,44.337101000000004,28.722586,0
2000-04-04,44.337101000000004,44.337101000000004,44.337101000000004,44.337101000000004,28.722586,0
2000-04-05,44.9007,46.7794,44.9007,46.215801,29.939648,227783687547
2000-04-06,46.215801,46.7794,43.9613,43.9613,28.479134000000002,219765837444
