Date,Open,High,Low,Close,Adj Close,Volume
2000-09-05,455.35199000000006,455.35199000000006,441.553986,450.752991,300.062744,3712344
2000-09-06,441.553986,464.55200199999996,436.95401,455.35199000000006,303.124237,6793100
2000-09-07,450.752991,459.951996,446.15301500000004,455.35199000000006,303.124237,5011393
2000-09-08,450.752991,455.35199000000006,446.15301500000004,450.752991,300.062744,2277955
2000-09-11,441.553986,441.553986,427.755005,432.35501100000005,287.815247,978363
2000-09-12,436.95401,436.95401,404.757996,409.35699500000004,272.505737,857155
2000-09-13,409.35699500000004,409.35699500000004,386.359985,386.359985,257.19680800000003,2467105
2000-09-14,403.799988,403.799988,403.799988,403.799988,268.806458,0
2000-09-15,403.799988,403.799988,403.799988,403.799988,268.806458,0
2000-09-18,354.16299399999997,367.96200600000003,340.364014,354.16299399999997,235.76355,2220340
2000-09-19,349.56399500000003,372.56100499999997,349.56399500000003,363.362,241.887253,7202926
2000-09-20,363.362,363.362,344.963989,349.56399500000003,232.702057,2491564
2000-09-21,344.963989,349.56399500000003,335.765015,349.56399500000003,232.702057,1282743
2000-09-22,349.56399500000003,354.16299399999997,335.765015,340.364014,226.577621,4258597
2000-09-25,344.963989,349.56399500000003,331.165009,340.364014,226.577621,3042165
2000-09-26,331.165009,340.364014,326.56601,340.364014,226.577621,1136532
2000-09-27,335.765015,363.362,335.765015,358.763,238.825729,13075278
2000-09-28,358.763,377.161011,354.16299399999997,363.362,241.887253,39391068
2000-09-29,367.96200600000003,372.56100499999997,363.362,367.96200600000003,244.949402,11353359
2000-10-02,363.362,367.96200600000003,358.763,367.96200600000003,244.949402,3315020
2000-10-03,363.362,381.76001,358.763,381.76001,254.13464399999998,10721771
2000-10-04,377.161011,377.161011,363.362,372.56100499999997,248.010895,9110733
2000-10-05,367.96200600000003,400.15799,367.96200600000003,390.95901499999997,260.25830099999996,41973402
2000-10-06,395.55899,409.35699500000004,381.76001,386.359985,257.19680800000003,30101511
2000-10-09,377.161011,377.161011,367.96200600000003,372.56100499999997,248.010895,8222054
2000-10-10,372.56100499999997,381.76001,367.96200600000003,381.76001,254.13464399999998,4613525
2000-10-11,372.56100499999997,390.95901499999997,372.56100499999997,386.359985,257.19680800000003,17297457
2000-10-12,381.76001,390.95901499999997,377.161011,377.161011,251.073135,4029225
2000-10-13,372.56100499999997,386.359985,367.96200600000003,386.359985,257.19680800000003,5872352
2000-10-16,403.799988,403.799988,403.799988,403.799988,268.806458,0
2000-10-17,386.359985,409.35699500000004,381.76001,409.35699500000004,272.505737,68160375
2000-10-18,409.35699500000004,436.95401,404.757996,418.556,278.629456,108471647
2000-10-19,423.15600599999993,423.15600599999993,404.757996,413.957001,275.56796299999996,43860556
2000-10-20,423.15600599999993,427.755005,400.15799,404.757996,269.444214,22057737
2000-10-23,404.757996,404.757996,386.359985,395.55899,263.320618,12332265
2000-10-24,395.55899,395.55899,386.359985,395.55899,263.320618,3192181
2000-10-25,413.414001,413.414001,413.414001,413.414001,275.206482,0
2000-10-26,390.95901499999997,390.95901499999997,381.76001,386.359985,257.19680800000003,5897355
2000-10-27,403.799988,403.799988,403.799988,403.799988,268.806458,0
2000-10-30,381.76001,381.76001,363.362,367.96200600000003,244.949402,4648855
2000-10-31,367.96200600000003,377.161011,363.362,372.56100499999997,248.010895,11522398
2000-11-01,377.161011,377.161011,367.96200600000003,372.56100499999997,248.010895,10425545
2000-11-02,372.56100499999997,377.161011,372.56100499999997,377.161011,251.073135,3480255
2000-11-03,372.56100499999997,372.56100499999997,367.96200600000003,372.56100499999997,248.010895,1216975
2000-11-06,372.56100499999997,381.76001,372.56100499999997,381.76001,254.13464399999998,3603637
2000-11-07,381.76001,381.76001,377.161011,381.76001,254.13464399999998,2532330
2000-11-08,381.76001,390.95901499999997,381.76001,390.95901499999997,260.25830099999996,10883201
2000-11-09,386.359985,386.359985,377.161011,381.76001,254.13464399999998,3038361
2000-11-10,381.76001,381.76001,377.161011,381.76001,254.13464399999998,2741590
2000-11-13,372.56100499999997,377.161011,372.56100499999997,377.161011,251.073135,776711
2000-11-14,377.161011,381.76001,372.56100499999997,381.76001,254.13464399999998,1749639
2000-11-15,377.161011,377.161011,363.362,363.362,241.887253,8878644
2000-11-16,367.96200600000003,372.56100499999997,367.96200600000003,372.56100499999997,248.010895,8178571
2000-11-17,367.96200600000003,372.56100499999997,367.96200600000003,372.56100499999997,248.010895,4634723
2000-11-20,367.96200600000003,377.161011,367.96200600000003,372.56100499999997,248.010895,8886797
2000-11-21,372.56100499999997,377.161011,367.96200600000003,377.161011,251.073135,2098045
2000-11-22,377.161011,395.55899,377.161011,390.95901499999997,260.25830099999996,19265598
2000-11-23,390.95901499999997,400.15799,386.359985,390.95901499999997,260.25830099999996,20152647
2000-11-24,390.95901499999997,390.95901499999997,381.76001,386.359985,257.19680800000003,4355346
2000-11-27,386.359985,386.359985,367.96200600000003,377.161011,251.073135,9337388
2000-11-28,372.56100499999997,377.161011,372.56100499999997,377.161011,251.073135,2601358
2000-11-29,372.56100499999997,390.95901499999997,372.56100499999997,390.95901499999997,260.25830099999996,7346419
2000-11-30,386.359985,395.55899,381.76001,390.95901499999997,260.25830099999996,26529943
2000-12-01,386.359985,390.95901499999997,377.161011,386.359985,257.19680800000003,4424918
2000-12-04,386.359985,386.359985,377.161011,381.76001,254.13464399999998,3276972
2000-12-05,381.76001,386.359985,381.76001,386.359985,257.19680800000003,5502748
2000-12-06,386.359985,395.55899,386.359985,390.95901499999997,260.25830099999996,11353902
2000-12-07,386.359985,390.95901499999997,386.359985,390.95901499999997,260.25830099999996,2612229
2000-12-08,386.359985,386.359985,381.76001,386.359985,257.19680800000003,2118156
2000-12-11,386.359985,390.95901499999997,377.161011,390.95901499999997,260.25830099999996,4479272
2000-12-12,386.359985,390.95901499999997,381.76001,386.359985,257.19680800000003,1586579
2000-12-13,386.359985,386.359985,377.161011,381.76001,254.13464399999998,2408404
2000-12-14,386.359985,395.55899,386.359985,390.95901499999997,260.25830099999996,15282573
2000-12-15,390.95901499999997,400.15799,386.359985,395.55899,263.320618,9191177
2000-12-18,395.55899,404.757996,395.55899,404.757996,269.444214,10430980
2000-12-19,404.757996,404.757996,390.95901499999997,395.55899,263.320618,2708435
2000-12-20,395.55899,400.15799,390.95901499999997,395.55899,263.320618,1135445
2000-12-21,390.95901499999997,395.55899,390.95901499999997,395.55899,263.320618,1045218
2000-12-22,386.359985,390.95901499999997,386.359985,390.95901499999997,260.25830099999996,1668109
2001-01-02,386.359985,386.359985,381.76001,386.359985,257.19680800000003,899007
2001-01-03,381.76001,381.76001,372.56100499999997,377.161011,251.073135,1494178
2001-01-04,377.161011,381.76001,372.56100499999997,381.76001,254.13464399999998,1399059
2001-01-05,377.161011,395.55899,377.161011,390.95901499999997,260.25830099999996,7861147
2001-01-08,390.95901499999997,390.95901499999997,377.161011,386.359985,257.19680800000003,2280129
2001-01-09,386.359985,390.95901499999997,381.76001,386.359985,257.19680800000003,2279042
2001-01-10,386.359985,386.359985,381.76001,386.359985,257.19680800000003,1401777
2001-01-11,377.161011,381.76001,377.161011,381.76001,254.13464399999998,1521354
2001-01-12,377.161011,386.359985,377.161011,386.359985,257.19680800000003,789756
2001-01-15,381.76001,386.359985,381.76001,386.359985,257.19680800000003,862590
2001-01-16,386.359985,395.55899,381.76001,395.55899,263.320618,4495034
2001-01-17,395.55899,395.55899,381.76001,386.359985,257.19680800000003,2778551
2001-01-18,386.359985,386.359985,381.76001,386.359985,257.19680800000003,1058263
2001-01-19,386.359985,386.359985,381.76001,386.359985,257.19680800000003,2105111
