Date,Open,High,Low,Close,Adj Close,Volume
2007-07-16,10.9627,11.1624,10.2838,10.3637,8.071266,487779440
2007-07-17,10.2838,11.0825,10.2438,10.6232,8.273366000000001,183237557
2007-07-18,10.6832,10.763,10.5833,10.6033,8.257867,53689849
2007-07-19,10.7231,11.1424,10.6232,11.0625,8.615492999999999,114275457
2007-07-20,11.0825,11.2622,11.0226,11.1424,8.677719999999999,91141948
2007-07-23,11.0825,12.021,11.0625,11.7215,9.128722999999999,194181040
2007-07-24,11.9012,12.5203,11.8014,12.3006,9.579725999999999,162370396
2007-07-25,12.1009,12.9196,12.1009,12.7798,9.952929,124295256
2007-07-26,13.0794,13.4787,12.7,13.2391,10.310633000000001,150053610
2007-07-27,12.7798,13.5187,12.5802,13.4388,10.46616,151997361
2007-07-30,13.8581,14.3773,13.7184,14.3773,11.197066,135326966
2007-07-31,14.7567,14.9764,14.4772,14.577,11.35259,101689538
2007-08-01,14.3773,14.6968,13.3589,13.918,10.839360000000001,143541244
2007-08-02,14.4772,14.4772,12.9795,13.4388,10.46616,121238701
2007-08-03,13.7783,13.8581,12.9995,13.319,10.372858,56807459
2007-08-06,12.9795,13.1393,12.7199,12.7998,9.968505,67491772
2007-08-07,13.1992,13.2191,12.3006,12.4604,9.704181,53794965
2007-08-08,12.6001,13.0794,12.6001,12.9596,10.092957,47220612
2007-08-09,13.1792,13.6784,13.0993,13.1393,10.232908,62903559
2007-08-10,12.4803,12.8797,12.4604,12.8198,9.98408,38593275
2007-08-13,13.0195,13.0594,12.68,12.8398,9.999659,24210025
2007-08-14,12.9396,13.0594,12.7199,12.9795,10.108452999999999,16078320
2007-08-15,12.7798,12.8996,12.5003,12.7399,9.921854,25596408
2007-08-16,12.7399,12.7399,12.7399,12.7399,9.921854,0
2007-08-17,12.7399,12.7399,12.7399,12.7399,9.921854,0
2007-08-20,12.4803,12.6001,11.7814,12.3006,9.579725999999999,70530069
2007-08-21,12.5602,12.8996,12.0809,12.1209,9.439777000000001,42190150
2007-08-22,12.3805,12.4004,11.9811,12.1209,9.439777000000001,29765374
2007-08-23,12.4404,12.7399,12.1608,12.4803,9.719678,57314858
2007-08-24,12.3605,12.4004,12.1808,12.3805,9.641952,26568339
2007-08-27,12.5802,13.1393,12.4803,12.8797,10.03073,62181922
2007-08-28,12.7798,12.8398,12.3405,12.5402,9.766328,42505436
2007-08-29,11.9811,12.2806,11.9611,12.2607,9.548653,28117278
2007-08-30,12.4803,12.5203,12.1608,12.1808,9.486427,17417629
2007-08-31,12.1808,12.3206,12.0011,12.1409,9.455352,21017848
2007-09-03,12.0809,12.3805,11.9811,12.2407,9.533076,15890524
2007-09-04,12.2407,13.2391,12.1608,12.8398,9.999659,134981064
2007-09-05,13.1792,13.3589,12.7798,12.9995,10.124031,53614941
2007-09-06,12.8797,13.2191,12.8797,13.0993,10.201757,31172089
2007-09-07,13.1393,13.2191,12.9596,13.0394,10.155107000000001,29960681
2007-09-10,12.7798,13.0394,12.7199,12.9196,10.061805,28614866
2007-09-11,12.9795,13.2591,12.68,12.8996,10.04623,35459340
2007-09-12,13.0394,13.0394,12.8198,12.8797,10.03073,13263071
2007-09-13,12.7798,12.8996,12.5802,12.7599,9.93743,15100780
2007-09-14,12.9396,12.9396,12.66,12.7,9.89078,17042147
2007-09-17,12.9795,13.2791,12.7199,12.9596,10.092957,52155934
2007-09-18,12.9795,13.0394,12.7199,12.7998,9.968505,21448893
2007-09-19,12.8797,13.1193,12.7798,12.8198,9.98408,56645203
2007-09-20,12.8398,12.9596,12.5402,12.66,9.859628,29106837
2007-09-21,12.4803,12.8198,12.4404,12.7798,9.952929,28312786
2007-09-24,12.7798,12.9396,12.7,12.7,9.89078,24292755
2007-09-25,12.5802,12.68,12.4803,12.5802,9.797481,17946261
2007-09-27,12.5802,12.8597,12.4803,12.5003,9.735253,28071907
2007-09-28,12.4803,12.5203,12.1808,12.3405,9.610800999999999,22030192
2007-10-02,12.3605,12.9795,12.3006,12.5203,9.750829,58852279
2007-10-03,12.68,13.4588,12.5203,12.7998,9.968505,132819059
2007-10-04,12.6201,12.8597,12.5802,12.7,9.89078,23234088
2007-10-05,12.8797,13.0794,12.7599,12.8996,10.04623,24490367
2007-10-08,12.9795,13.1193,12.5003,12.5402,9.766328,24720429
2007-10-09,12.4803,12.6001,12.3405,12.5802,9.797481,16680969
2007-10-10,12.7199,12.7798,12.4204,12.4604,9.704181,20046569
2007-10-11,12.4803,12.6201,12.4004,12.5203,9.750829,26921135
2007-10-12,12.3006,12.4004,12.1808,12.3206,9.595303999999999,25260780
2007-10-15,12.3605,12.3805,12.061,12.1608,9.47085,27636105
2007-10-16,12.021,12.1009,11.8014,11.8214,9.206525,39078039
2007-10-17,11.6217,11.7415,11.382,11.5618,9.004348,24538643
2007-10-18,11.6017,11.6816,11.0825,11.2223,8.739944,35553989
2007-10-22,10.7231,10.9427,10.6632,10.783,8.397818,32812172
2007-10-23,10.9028,11.1424,10.783,10.8429,8.444467999999999,20894554
2007-10-24,10.9028,10.9228,10.2838,10.4835,8.164566,44227198
2007-10-25,10.5234,10.5633,10.0841,10.3836,8.086765,24595733
2007-10-26,10.2438,11.3621,10.0841,10.9228,8.506694,65861717
2007-10-29,11.2023,11.3621,10.763,10.8229,8.428891,20047570
2007-10-30,10.783,10.8429,10.5833,10.6432,8.28894,20911864
2007-10-31,10.5833,10.6232,10.3836,10.4635,8.148991,14410193
2007-11-01,10.5833,10.6632,10.4635,10.5034,8.180064999999999,10958758
2007-11-02,10.1839,10.4236,10.1839,10.3637,8.071266,11096975
2007-11-05,10.1839,10.3038,9.98425,10.144,7.900164,17359838
2007-11-06,10.2838,10.6432,10.0841,10.4435,8.133412,17966794
2007-11-07,10.7231,11.2223,10.5633,10.6432,8.28894,27713643
2007-11-08,10.2438,10.4635,10.2438,10.3836,8.086765,17342310
2007-11-09,10.2838,10.4835,10.1839,10.4236,8.117917,9006383
2007-11-12,10.0841,10.0841,9.644789999999999,9.89439,7.705766000000001,20421174
2007-11-13,9.84447,9.87443,9.36523,9.78457,7.6202380000000005,16697795
2007-11-14,9.87443,9.934330000000001,9.335280000000001,9.78457,7.6202380000000005,15617594
2007-11-15,9.71468,9.71468,9.345260000000001,9.60485,7.4802729999999995,9326187
2007-11-16,9.40517,9.48504,9.335280000000001,9.465069999999999,7.371411,12433079
2007-11-19,9.28535,9.48504,9.27537,9.40517,7.324761,6694042
2007-11-20,9.21546,9.45509,9.14558,9.3852,7.309209,10954751
2007-11-21,9.3852,9.3852,9.0058,9.02576,7.029275999999999,8780327
2007-11-22,8.58646,8.83606,8.56649,8.65635,6.741579,14383250
2007-11-23,8.65635,8.67632,8.08724,8.316880000000001,6.4772,16280638
2007-11-26,8.40674,8.646360000000001,8.38677,8.536539999999999,6.648271,6949444
2007-11-27,8.44668,8.48661,8.15713,8.27695,6.4461010000000005,8574403
2007-11-28,8.38677,9.04573,8.28693,8.78614,6.842658999999999,11412621
2007-11-29,9.01578,9.155560000000001,8.726239999999999,8.915939999999999,6.943749,10755403
2007-11-30,9.07569,10.0641,9.0058,9.4451,7.355859,81625078
2007-12-03,9.524980000000001,9.67474,9.375210000000001,9.40517,7.324761,13731902
2007-12-04,9.53496,9.54495,9.335280000000001,9.45509,7.363639,12223151
2007-12-05,9.53496,9.54495,9.31531,9.475060000000001,7.379192999999999,5231739
2007-12-06,9.58488,9.6348,9.4451,9.48504,7.386964999999999,4848932
2007-12-07,9.50501,9.6348,9.29534,9.375210000000001,7.301429,6520126
2007-12-10,9.21546,9.28535,9.08567,9.1955,7.161471000000001,4432881
2007-12-11,9.135589999999999,9.235430000000001,9.10564,9.235430000000001,7.192568,5259282
2007-12-12,9.17553,9.17553,9.0058,9.155560000000001,7.130364,3818513
2007-12-13,9.03575,9.08567,8.66633,8.73622,6.803783,8065201
2007-12-14,8.78614,8.78614,8.456660000000001,8.6863,6.764904,6411096
2007-12-17,8.456660000000001,8.58646,8.34683,8.5565,6.663816000000001,5276309
2007-12-18,8.38677,8.44668,8.13717,8.34683,6.500525,9088813
2007-12-19,8.32687,8.47663,8.24699,8.356819999999999,6.508305,3730625
2007-12-20,8.28693,8.34683,8.217039999999999,8.266960000000001,6.438322,4787426
2007-12-21,8.266960000000001,8.3069,7.997389999999999,8.08724,6.298355,10049212
2007-12-24,8.127180000000001,8.266960000000001,7.9874,8.1771,6.368339,7267445
2007-12-27,7.9874,7.9874,7.5381100000000005,7.75776,6.0417559999999995,19214759
2007-12-28,7.548089999999999,7.65792,7.2885,7.458239999999999,5.808489,12267318
2007-12-31,7.438269999999999,7.44825,7.26854,7.26854,5.66075,5505670
2008-01-02,7.20863,7.9874,7.17868,7.9874,6.2206,16188393
2008-01-03,7.807689999999999,8.28693,7.6279699999999995,7.917510000000001,6.16617,13827275
2008-01-04,7.90753,7.9774199999999995,7.52813,7.568060000000001,5.894017,7928104
2008-01-07,7.9774199999999995,7.9774199999999995,7.278519999999999,7.438269999999999,5.792937,6392767
2008-01-08,7.44825,7.458239999999999,7.1886600000000005,7.19865,5.606319,6407590
2008-01-09,7.44825,7.588030000000001,7.01893,7.57805,5.901798,11536417
2008-01-10,7.787719999999999,8.14715,7.667910000000001,8.06728,6.282811,24126994
2008-01-11,8.18709,8.39676,7.9275,8.05729,6.27503,16258103
2008-01-14,8.08724,8.18709,7.7477800000000006,7.75776,6.0417559999999995,5312366
2008-01-15,7.897539999999999,7.897539999999999,7.4881899999999995,7.707839999999999,6.002878,6379046
2008-01-16,7.4881899999999995,7.4881899999999995,7.24857,7.338430000000001,5.715180999999999,13377366
2008-01-17,7.38835,7.4881899999999995,7.08882,7.4881899999999995,5.831815,6903386
2008-01-18,7.2286,7.548089999999999,7.108789999999999,7.38835,5.754059,6282393
2008-01-21,7.1886600000000005,7.338430000000001,6.82923,6.8691699999999996,5.34972,4529633
2008-01-22,5.99055,6.37994,5.69102,5.72098,4.455508,9208000
2008-01-23,5.99055,6.39991,5.8907099999999994,5.99055,4.66545,11863182
2008-01-24,6.06044,6.2201900000000006,5.80085,5.80085,4.517712,7593458
2008-01-25,6.09039,6.330019999999999,6.05046,6.11036,4.758758,9431853
2008-01-28,6.07043,6.07043,5.71099,5.79087,4.509939,9495093
2008-01-29,5.90069,5.980569999999999,5.79087,5.86076,4.564369999999999,7243407
2008-01-30,5.8907099999999994,5.8907099999999994,4.6926,5.3915,4.198909,10278582
2008-01-31,5.41146,5.48135,4.99213,5.22176,4.066715,14541199
2008-02-01,5.10195,5.25172,4.92224,5.19181,4.043389,18016608
2008-02-04,5.29165,5.4514,5.19181,5.34157,4.1600220000000006,21607026
2008-02-05,5.3915,5.84079,5.34157,5.74095,4.471061,34233910
2008-02-06,5.44142,5.5212900000000005,5.38151,5.431430000000001,4.2300059999999995,9400804
2008-02-11,5.3915,5.5212900000000005,5.2417300000000004,5.30164,4.128925,4625284
2008-02-12,5.34157,5.37153,5.10195,5.1319099999999995,3.99674,7372610
2008-02-13,5.19181,5.23175,5.04205,5.072,3.950082,8063698
2008-02-14,5.17184,5.27169,5.11194,5.121919999999999,3.98896,8626735
2008-02-15,5.14189,5.531280000000001,5.09197,5.50132,4.284436,16840019
2008-02-18,5.5812,5.74095,5.50132,5.71099,4.447729,16091841
2008-02-19,5.84079,6.08041,5.7709,6.06044,4.719881,22867010
2008-02-20,6.10038,6.50973,6.08041,6.4198699999999995,4.999804,28537112
2008-02-21,6.53969,6.7194,6.290080000000001,6.34,4.937602,28710212
2008-02-22,6.26013,6.26013,5.8907099999999994,6.04047,4.704326999999999,13295437
2008-02-25,6.09039,6.09039,5.8707400000000005,5.91068,4.6032470000000005,5113052
2008-02-26,5.99055,6.05046,5.91068,5.9406300000000005,4.626572,2683880
2008-02-27,5.95061,6.1702699999999995,5.95061,6.03049,4.696555,6578860
2008-02-28,6.07043,6.19024,5.95061,6.07043,4.727661,3636226
2008-02-29,6.04047,6.28009,5.91068,6.1503,4.7898629999999995,6715075
2008-03-03,5.8907099999999994,6.09039,5.8907099999999994,5.9606,4.642125,4715125
2008-03-04,5.97058,6.09039,5.92066,5.99055,4.66545,4690386
2008-03-05,5.95061,6.0205,5.70101,5.780880000000001,4.502159,3219707
2008-03-06,5.79087,6.04047,5.79087,5.9406300000000005,4.626572,3244109
2008-03-07,5.8907099999999994,5.8907099999999994,5.49134,5.61115,4.369972,3832035
2008-03-10,5.5812,5.5812,5.33159,5.431430000000001,4.2300059999999995,5140295
2008-03-11,5.49134,5.49134,5.14189,5.2018,4.05117,7740189
2008-03-12,5.431430000000001,5.471369999999999,5.181830000000001,5.29165,4.1211459999999995,6209779
2008-03-13,5.1319099999999995,5.30164,5.1319099999999995,5.21178,4.058942,5845205
2008-03-14,5.35156,5.471369999999999,5.10195,5.42145,4.222233999999999,8615628
2008-03-17,5.081980000000001,5.11194,4.7125699999999995,4.772469999999999,3.7168069999999997,10068856
2008-03-18,4.89228,4.89228,4.24331,4.38309,3.413557,12692588
2008-03-19,4.58277,4.58277,4.1834,4.21335,3.281364,11037381
2008-03-20,4.423019999999999,4.53285,4.04362,4.4829300000000005,3.491313,10510351
2008-03-25,4.28125,5.081980000000001,4.28125,4.90227,3.8178959999999997,29195376
2008-03-26,4.90227,5.54126,4.90227,5.2617,4.097821,24074412
